Date,Region,Topic,Severity,Affected_States,Description,Recommended_Action
2025-07-02,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-07-03,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-07-04,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-07-05,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-07-06,Northern,Normal,Low,"Delhi,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-07-07,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-07-08,Northern,Normal,Low,"Delhi,Punjab",Normal market conditions,Continue standard operations
2025-07-09,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-07-10,North-Eastern,Normal,Low,"Nagaland,Assam",Normal market conditions,Continue standard operations
2025-07-11,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-07-12,Eastern,Normal,Low,"Bihar,West Bengal",Normal market conditions,Continue standard operations
2025-07-13,Southern,Normal,Low,"Tamil Nadu,Karnataka",Normal market conditions,Continue standard operations
2025-07-14,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-07-15,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-07-16,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-07-17,Western,Policy_Change,Medium,"Maharashtra,Gujarat,Rajasthan,Goa",New GST rate changes announced,Update tax calculations
2025-07-18,Northern,Normal,Low,"Jammu & Kashmir,Delhi",Normal market conditions,Continue standard operations
2025-07-19,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-07-20,Northern,Normal,Low,"Delhi,Himachal Pradesh",Normal market conditions,Continue standard operations
2025-07-21,Eastern,Normal,Low,"West Bengal,Bihar",Normal market conditions,Continue standard operations
2025-07-22,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-07-23,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-07-24,Northern,Normal,Low,"Haryana,Uttarakhand",Normal market conditions,Continue standard operations
2025-07-25,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-07-26,Northern,Normal,Low,"Uttarakhand,Punjab",Normal market conditions,Continue standard operations
2025-07-27,Southern,Normal,Low,"Kerala,Tamil Nadu",Normal market conditions,Continue standard operations
2025-07-28,North-Eastern,Normal,Low,"Nagaland,Manipur",Normal market conditions,Continue standard operations
2025-07-29,Western,Normal,Low,"Maharashtra,Rajasthan",Normal market conditions,Continue standard operations
2025-07-30,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-07-31,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-08-01,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-08-02,Northern,Normal,Low,"Himachal Pradesh,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-08-03,North-Eastern,Normal,Low,"Nagaland,Meghalaya",Normal market conditions,Continue standard operations
2025-08-04,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-08-05,Western,Normal,Low,"Maharashtra,Gujarat",Normal market conditions,Continue standard operations
2025-08-06,Western,Normal,Low,"Rajasthan,Gujarat",Normal market conditions,Continue standard operations
2025-08-07,Northern,Normal,Low,"Himachal Pradesh,Haryana",Normal market conditions,Continue standard operations
2025-08-08,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-08-09,Southern,Normal,Low,"Telangana,Andhra Pradesh",Normal market conditions,Continue standard operations
2025-08-10,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-08-11,North-Eastern,Normal,Low,"Nagaland,Assam",Normal market conditions,Continue standard operations
2025-08-12,Southern,Normal,Low,"Telangana,Tamil Nadu",Normal market conditions,Continue standard operations
2025-08-13,Western,Normal,Low,"Gujarat,Maharashtra",Normal market conditions,Continue standard operations
2025-08-14,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-08-15,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-08-16,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-08-17,Southern,Normal,Low,"Tamil Nadu,Andhra Pradesh",Normal market conditions,Continue standard operations
2025-08-18,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-08-19,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-08-20,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-08-21,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-08-22,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-08-23,Southern,Normal,Low,"Kerala,Andhra Pradesh",Normal market conditions,Continue standard operations
2025-08-24,Southern,Labor_Strike,High,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Transport workers strike in region,Buffer lead times by 15 days
2025-08-25,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-08-26,North-Eastern,Normal,Low,"Meghalaya,Assam",Normal market conditions,Continue standard operations
2025-08-27,Southern,Policy_Change,Medium,"Karnataka,Andhra Pradesh",New GST rate changes announced,Update tax calculations
2025-08-28,Western,Normal,Low,"Gujarat,Goa",Normal market conditions,Continue standard operations
2025-08-29,Southern,Normal,Low,"Karnataka,Andhra Pradesh",Normal market conditions,Continue standard operations
2025-08-30,North-Eastern,Policy_Change,High,"Nagaland,Assam",New GST rate changes announced,Update tax calculations
2025-08-31,Eastern,Normal,Low,"West Bengal,Jharkhand",Normal market conditions,Continue standard operations
2025-09-01,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-09-02,North-Eastern,Normal,Low,"Nagaland,Manipur",Normal market conditions,Continue standard operations
2025-09-03,Northern,Policy_Change,Medium,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",New GST rate changes announced,Update tax calculations
2025-09-04,North-Eastern,Normal,Low,"Tripura,Meghalaya",Normal market conditions,Continue standard operations
2025-09-05,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-09-06,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-09-07,Eastern,Policy_Change,Medium,"West Bengal,Odisha,Bihar,Jharkhand",New GST rate changes announced,Update tax calculations
2025-09-08,Eastern,RoW_Issue,Medium,"West Bengal,Odisha,Bihar,Jharkhand",Land acquisition delays reported,Hold procurement for affected projects
2025-09-09,Western,Normal,Low,"Rajasthan,Gujarat",Normal market conditions,Continue standard operations
2025-09-10,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-09-11,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-09-12,Northern,Normal,Low,"Punjab,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-09-13,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-09-14,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-09-15,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-09-16,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-09-17,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-09-18,Northern,Normal,Low,"Punjab,Haryana",Normal market conditions,Continue standard operations
2025-09-19,Northern,Normal,Low,"Uttarakhand,Punjab",Normal market conditions,Continue standard operations
2025-09-20,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-09-21,Southern,Normal,Low,"Kerala,Andhra Pradesh",Normal market conditions,Continue standard operations
2025-09-22,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-09-23,Southern,Normal,Low,"Kerala,Karnataka",Normal market conditions,Continue standard operations
2025-09-24,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-09-25,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-09-26,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-09-27,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-09-28,North-Eastern,Normal,Low,"Meghalaya,Tripura",Normal market conditions,Continue standard operations
2025-09-29,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-09-30,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-10-01,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-10-02,Southern,Normal,Low,"Telangana,Andhra Pradesh",Normal market conditions,Continue standard operations
2025-10-03,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-10-04,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-10-05,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-10-06,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-10-07,North-Eastern,Normal,Low,"Nagaland,Assam",Normal market conditions,Continue standard operations
2025-10-08,Eastern,Normal,Low,"Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-10-09,Northern,Normal,Low,"Himachal Pradesh,Uttarakhand",Normal market conditions,Continue standard operations
2025-10-10,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-10-11,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-10-12,Eastern,Policy_Change,High,"West Bengal,Odisha",New GST rate changes announced,Update tax calculations
2025-10-13,Northern,Normal,Low,"Punjab,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-10-14,North-Eastern,Normal,Low,"Tripura,Nagaland",Normal market conditions,Continue standard operations
2025-10-15,Western,Normal,Low,"Gujarat,Maharashtra",Normal market conditions,Continue standard operations
2025-10-16,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-10-17,Eastern,Normal,Low,"Bihar,Odisha",Normal market conditions,Continue standard operations
2025-10-18,North-Eastern,Normal,Low,"Assam,Meghalaya",Normal market conditions,Continue standard operations
2025-10-19,Eastern,Policy_Change,Medium,"Odisha,Bihar",New GST rate changes announced,Update tax calculations
2025-10-20,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-10-21,Western,Normal,Low,"Goa,Gujarat",Normal market conditions,Continue standard operations
2025-10-22,Eastern,Normal,Low,"Jharkhand,Odisha",Normal market conditions,Continue standard operations
2025-10-23,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-10-24,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-10-25,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-10-26,Northern,Normal,Low,"Himachal Pradesh,Haryana",Normal market conditions,Continue standard operations
2025-10-27,North-Eastern,Normal,Low,"Assam,Meghalaya,Manipur,Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-10-28,Eastern,Labor_Strike,High,"West Bengal,Odisha,Bihar,Jharkhand",Transport workers strike in region,Buffer lead times by 15 days
2025-10-29,North-Eastern,Normal,Low,"Tripura,Nagaland",Normal market conditions,Continue standard operations
2025-10-30,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-10-31,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-11-01,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-11-02,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-11-03,Western,Normal,Low,"Rajasthan,Maharashtra",Normal market conditions,Continue standard operations
2025-11-04,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-11-05,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-11-06,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-11-07,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-11-08,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-11-09,Western,Normal,Low,"Goa,Maharashtra",Normal market conditions,Continue standard operations
2025-11-10,Eastern,Normal,Low,"Jharkhand,Bihar",Normal market conditions,Continue standard operations
2025-11-11,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-11-12,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-11-13,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-11-14,Western,Normal,Low,"Gujarat,Maharashtra",Normal market conditions,Continue standard operations
2025-11-15,Northern,Normal,Low,"Punjab,Himachal Pradesh",Normal market conditions,Continue standard operations
2025-11-16,Western,Normal,Low,"Gujarat,Goa",Normal market conditions,Continue standard operations
2025-11-17,Southern,Normal,Low,"Karnataka,Telangana",Normal market conditions,Continue standard operations
2025-11-18,Northern,Normal,Low,"Himachal Pradesh,Haryana",Normal market conditions,Continue standard operations
2025-11-19,Western,Commodity_Price_Spike,Medium,"Maharashtra,Gujarat,Rajasthan,Goa",Steel prices increased by 15-20%,Review vendor contracts
2025-11-20,North-Eastern,Normal,Low,"Tripura,Manipur",Normal market conditions,Continue standard operations
2025-11-21,Northern,Normal,Low,"Jammu & Kashmir,Haryana",Normal market conditions,Continue standard operations
2025-11-22,North-Eastern,Normal,Low,"Nagaland,Manipur",Normal market conditions,Continue standard operations
2025-11-23,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-11-24,Southern,Normal,Low,"Karnataka,Telangana",Normal market conditions,Continue standard operations
2025-11-25,Southern,Commodity_Price_Spike,Medium,"Telangana,Andhra Pradesh",Steel prices increased by 15-20%,Review vendor contracts
2025-11-26,Western,Normal,Low,"Maharashtra,Goa",Normal market conditions,Continue standard operations
2025-11-27,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-11-28,Northern,Normal,Low,"Himachal Pradesh,Uttarakhand",Normal market conditions,Continue standard operations
2025-11-29,North-Eastern,Normal,Low,"Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-11-30,North-Eastern,Normal,Low,"Meghalaya,Manipur",Normal market conditions,Continue standard operations
2025-12-01,Northern,Normal,Low,"Punjab,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-12-02,Southern,Normal,Low,"Karnataka,Kerala",Normal market conditions,Continue standard operations
2025-12-03,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-12-04,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-12-05,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-12-06,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-12-07,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-12-08,Eastern,Commodity_Price_Spike,Medium,"West Bengal,Odisha,Bihar,Jharkhand",Steel prices increased by 15-20%,Review vendor contracts
2025-12-09,Eastern,Normal,Low,"West Bengal,Jharkhand",Normal market conditions,Continue standard operations
2025-12-10,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-12-11,North-Eastern,Normal,Low,"Nagaland,Tripura",Normal market conditions,Continue standard operations
2025-12-12,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-12-13,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-12-14,North-Eastern,Normal,Low,"Assam,Meghalaya",Normal market conditions,Continue standard operations
2025-12-15,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-12-16,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-12-17,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-12-18,Western,RoW_Issue,High,"Maharashtra,Gujarat,Rajasthan,Goa",Land acquisition delays reported,Hold procurement for affected projects
2025-12-19,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-12-20,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-12-21,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-12-22,Northern,Normal,Low,"Delhi,Himachal Pradesh",Normal market conditions,Continue standard operations
2025-12-23,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-12-24,Northern,Normal,Low,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Normal market conditions,Continue standard operations
2025-12-25,Eastern,Normal,Low,"Odisha,Jharkhand",Normal market conditions,Continue standard operations
2025-12-26,Southern,Normal,Low,"Tamil Nadu,Telangana",Normal market conditions,Continue standard operations
2025-12-27,Southern,Normal,Low,"Karnataka,Tamil Nadu,Kerala,Andhra Pradesh,Telangana",Normal market conditions,Continue standard operations
2025-12-28,Northern,Normal,Low,"Delhi,Himachal Pradesh",Normal market conditions,Continue standard operations
2025-12-29,Eastern,Normal,Low,"West Bengal,Odisha,Bihar,Jharkhand",Normal market conditions,Continue standard operations
2025-12-30,Western,Normal,Low,"Maharashtra,Gujarat,Rajasthan,Goa",Normal market conditions,Continue standard operations
2025-12-31,Northern,Labor_Strike,High,"Delhi,Punjab,Haryana,Himachal Pradesh,Uttarakhand,Jammu & Kashmir",Transport workers strike in region,Buffer lead times by 15 days
